_id,band_gap,formula,atomic_numbers_min,atomic_numbers_mean,atomic_numbers_max,num_sites,density,distance_max,distance_mean,distance_min,num_edges,degree_assortativity_coefficient,neighbor_degree_min,neighbor_degree_mean,neighbor_degree_max,graph_clique_number,average_clustering,diameter,radius,global_efficiency,local_efficiency,pagerank_min,pagerank_mean,pagerank_max,adamic_adar_max,adamic_adar_mean,s_metric,min_formula_band_gap,max_formula_band_gap,mean_formula_band_gap
6141cf0f51c1cbd9654b8870,1.0843,Mo64 S126,16.0,24.757894736842104,42.0,190.0,2.014002560350325,14.81829839810725,9.202712171687226,2.416933336003759,378.0,-0.9831571611104665,3.0,4.936842105263158,6.0,2.0,0.0,11.0,11.0,0.20450039239514647,0.0,0.004055082910099434,0.00526315789473684,0.0077992744253634425,1.8204784532536746,0.04932051936269593,6714.0,0.6530999999999999,1.111,1.0393166666666667
6141cf1051c1cbd9654b8872,1.1102,Mo64 S126,16.0,24.757894736842104,42.0,190.0,2.014002560350325,14.81829839810725,9.20302078389345,2.416933336003759,378.0,-0.9831571611104665,3.0,4.936842105263158,6.0,2.0,0.0,11.0,11.0,0.2044934305460794,0.0,0.004055166591169985,0.005263157894736839,0.0077607449706358226,1.8204784532536746,0.04932051936269592,6714.0,0.6530999999999999,1.111,1.0393166666666667
6141cf11ae4fb853db2e3f14,0.36,Mo63 S128,16.0,24.57591623036649,42.0,191.0,2.007709513309237,14.81829839810725,9.2053431402891,2.416933336003759,378.0,-0.9933560245064674,2.6666666666666665,5.0,6.0,2.0,0.0,11.0,10.0,0.20360265847867628,0.0,0.003086580674057821,0.005235602094240836,0.008123386636999748,2.8853900817779268,0.04892318732941323,6732.0,0.36,0.36,0.36
6141cf11b842c2e72e2f2d48,1.8068,Mo64 Se2 S126,16.0,24.854166666666668,42.0,192.0,2.045244245000708,14.81829839810725,9.204493652765015,2.416933336003759,384.0,-1.0,3.0,5.0,6.0,2.0,0.0,11.0,11.0,0.2044595166323097,0.0,0.004011523522002345,0.005208333333333331,0.007601952955995299,1.8204784532536746,0.04931584583967819,6912.0,1.8068,1.8106,1.8086125
6141cf11cc0e69a0cf28ab35,1.1484,Mo64 Se1 S126,16.0,24.80628272251309,42.0,191.0,2.0296234026755164,14.81829839810725,9.203690445060396,2.416933336003759,381.0,-0.9914443602906119,3.0,4.968586387434555,6.0,2.0,0.0,11.0,11.0,0.20447848560002424,0.0,0.004033035247933726,0.005235602094240836,0.007711544185025864,1.8204784532536746,0.049319546086242096,6813.0,1.1379,1.1494,1.1457944444444446
6141cf11cc0e69a0cf28ab37,1.1475,Mo64 Se1 S126,16.0,24.80628272251309,42.0,191.0,2.0296234026755164,14.81829839810725,9.203690445126863,2.416933336003759,381.0,-0.9914443602906119,3.0,4.968586387434555,6.0,2.0,0.0,11.0,11.0,0.20447848560002435,0.0,0.004033035247933726,0.005235602094240836,0.007711544185025864,1.8204784532536746,0.049319546086242096,6813.0,1.1379,1.1494,1.1457944444444446
6141cf1202d926221cabc545,0.356,Mo63 S127,16.0,24.621052631578948,42.0,190.0,2.0013660190189984,14.81829839810725,9.20475004063488,2.416933336003759,375.0,-0.9853003294753762,2.6666666666666665,4.968421052631579,6.0,2.0,0.0,11.0,10.0,0.20360756187407925,0.0,0.003103458209969202,0.00526315789473684,0.008169828111344186,2.8853900817779268,0.04891994433696169,6633.0,0.2827999999999999,0.4206,0.36763749999999995
6141cf12b842c2e72e2f2d4a,1.8075,Mo64 Se2 S126,16.0,24.854166666666668,42.0,192.0,2.045244245000708,14.81829839810725,9.204493652765017,2.416933336003759,384.0,-1.0,3.0,5.0,6.0,2.0,0.0,11.0,11.0,0.2044595166323097,0.0,0.004011523522002345,0.005208333333333331,0.007601952955995299,1.8204784532536746,0.049315845839678185,6912.0,1.8068,1.8106,1.8086125
6141cf12cc0e69a0cf28ab39,1.1477,Mo64 Se1 S126,16.0,24.80628272251309,42.0,191.0,2.0296234026755164,14.81829839810725,9.203690445134214,2.416933336003759,381.0,-0.9914443602906119,3.0,4.968586387434555,6.0,2.0,0.0,11.0,11.0,0.20447848560002435,0.0,0.004033035247933726,0.005235602094240835,0.007711544185025864,1.8204784532536746,0.049319546086242096,6813.0,1.1379,1.1494,1.1457944444444446
6141cf1302d926221cabc547,0.3531999999999999,Mo63 S127,16.0,24.621052631578948,42.0,190.0,2.0013660190189984,14.81829839810725,9.20454801994666,2.416933336003759,375.0,-0.9853003294753762,2.6666666666666665,4.968421052631579,6.0,2.0,0.0,11.0,10.0,0.20361211470235815,0.0,0.0031031309638816173,0.005263157894736839,0.008182747168517978,2.8853900817779268,0.04891994433696169,6633.0,0.2827999999999999,0.4206,0.36763749999999995
