6141cf0f51c1cbd9654b8870.vasp,1.0843
6141cf1051c1cbd9654b8872.vasp,1.1102
6141cf11cc0e69a0cf28ab35.vasp,1.1484
6141cf11b842c2e72e2f2d48.vasp,1.8068
6141cf11ae4fb853db2e3f14.vasp,0.36
6141cf11cc0e69a0cf28ab37.vasp,1.1475
6141cf12b842c2e72e2f2d4a.vasp,1.8075
6141cf12cc0e69a0cf28ab39.vasp,1.1477
6141cf1202d926221cabc545.vasp,0.356
6141cf13cc0e69a0cf28ab3b.vasp,1.1465
6141cf1302d926221cabc547.vasp,0.3531999999999999
6141cf13b842c2e72e2f2d4c.vasp,1.8101
6141cf133ac25c70a5c6c837.vasp,0.366
6141cf1369b0784ffcf8f84f.vasp,0.3586
6141cf13cc0e69a0cf28ab3d.vasp,1.1432
6141cf1531cf3ef3d4a9ed3e.vasp,0.4137
6141cf1502d926221cabc54b.vasp,0.2827999999999999
6141cf15c819ca30b196b473.vasp,1.8001
6141cf15ee0a3fd43fb479db.vasp,0.3551
6141cf16b842c2e72e2f2d52.vasp,1.8098
6141cf16a05be5973bd77a67.vasp,1.1384
6141cf16ee0a3fd43fb479dd.vasp,0.3503
6141cf16a05be5973bd77a69.vasp,1.1497
6141cf1651c1cbd9654b8876.vasp,0.9607
6141cf16baaf234b35290186.vasp,1.1041
6141cf173ac25c70a5c6c83d.vasp,0.2694
6141cf17b842c2e72e2f2d54.vasp,1.8082
6141cf17baaf234b35290188.vasp,1.1084
6141cf1731cf3ef3d4a9ed44.vasp,0.3524
6141cf1702d926221cabc54f.vasp,0.3577
6141cf171d648932fbc3428f.vasp,1.8026
6141cf17cc0e69a0cf28ab45.vasp,1.1447
6141cf18ee0a3fd43fb479e1.vasp,0.3808
6141cf18b842c2e72e2f2d56.vasp,1.8089
6141cf1869b0784ffcf8f85b.vasp,0.2749
6141cf189cbada84a86767c3.vasp,1.8073
6141cf18baaf234b3529018c.vasp,1.1046
6141cf1802d926221cabc551.vasp,0.4206
6141cf1969b0784ffcf8f85d.vasp,0.3482
6141cf193ac25c70a5c6c83f.vasp,0.2991
6141cf19baaf234b3529018e.vasp,1.0009
6141cf191d648932fbc34295.vasp,1.8025
6141cf199cbada84a86767c7.vasp,1.8095
6141cf194e27a1844a5efffe.vasp,1.1452
6141cf19a05be5973bd77a71.vasp,1.1456
6141cf19cc0e69a0cf28ab49.vasp,1.1485
6141cf1969b0784ffcf8f85f.vasp,0.3579
6141cf1a31cf3ef3d4a9ed4a.vasp,0.3560999999999999
6141cf1a1d648932fbc34297.vasp,1.8029
6141cf1aee0a3fd43fb479e7.vasp,0.3574
6141cf1ba05be5973bd77a73.vasp,1.1453
6141cf1b02d926221cabc553.vasp,0.3929
6141cf1b3ac25c70a5c6c841.vasp,0.3994999999999999
6141cf1b9cbada84a86767cd.vasp,1.8059
6141cf1bcc0e69a0cf28ab4b.vasp,1.1459
6141cf1bee0a3fd43fb479e9.vasp,0.3446
6141cf1c31cf3ef3d4a9ed4e.vasp,0.4186999999999999
6141cf1c4e27a1844a5f0006.vasp,1.1483
6141cf1c9cbada84a86767cf.vasp,1.8095
6141cf1ca05be5973bd77a75.vasp,1.1467
6141cf1cee0a3fd43fb479eb.vasp,0.4153999999999999
6141cf1d4e27a1844a5f0008.vasp,1.1456
6141cf1d31cf3ef3d4a9ed50.vasp,0.352
6141cf1e4e27a1844a5f000a.vasp,1.1465
6141cf1e4e27a1844a5f000c.vasp,1.1459
6141cf1ebaaf234b3529019a.vasp,1.0011
6141cf1f9cbada84a86767d5.vasp,1.8083
6141cf1fee0a3fd43fb479ef.vasp,0.423
6141cf1f31cf3ef3d4a9ed54.vasp,0.4079999999999999
6141cf1f4e27a1844a5f000e.vasp,1.1446
6141cf209cbada84a86767d7.vasp,1.8098
6141cf20ee0a3fd43fb479f1.vasp,0.3578
6141cf204e27a1844a5f0010.vasp,1.1426
6141cf2031cf3ef3d4a9ed56.vasp,0.3552
6141cf213ac25c70a5c6c845.vasp,0.4249
6141cf219cbada84a86767d9.vasp,1.8094
6141cf21baaf234b3529019e.vasp,1.0998
6141cf21ee0a3fd43fb479f3.vasp,0.4346
6141cf21cc0e69a0cf28ab51.vasp,1.1486
6141cf214e27a1844a5f0012.vasp,1.1427
6141cf2202d926221cabc557.vasp,0.3823999999999999
6141cf221d648932fbc342a1.vasp,1.8024
6141cf229cbada84a86767db.vasp,1.8087
6141cf22ee0a3fd43fb479f5.vasp,0.3588
6141cf22a05be5973bd77a7d.vasp,1.1456
6141cf23cc0e69a0cf28ab53.vasp,1.1466
6141cf2331cf3ef3d4a9ed5a.vasp,0.3047
6141cf2351c1cbd9654b887a.vasp,1.111
6141cf24ee0a3fd43fb479f7.vasp,0.3606999999999999
6141cf251d648932fbc342a5.vasp,1.8025
6141cf25b842c2e72e2f2d60.vasp,1.807
6141cf25baaf234b352901a4.vasp,1.1048
6141cf25ee0a3fd43fb479f9.vasp,0.4129
6141cf254e27a1844a5f0018.vasp,1.1459
6141cf26baaf234b352901a6.vasp,1.0913
6141cf2731cf3ef3d4a9ed60.vasp,0.43
6141cf28cc0e69a0cf28ab55.vasp,1.1421
6141cf28baaf234b352901a8.vasp,1.1098
6141cf28ee0a3fd43fb479fd.vasp,0.2742
6141cf2931cf3ef3d4a9ed62.vasp,0.3487
6141cf2969b0784ffcf8f867.vasp,0.3526
6141cf294e27a1844a5f001c.vasp,1.1458
6141cf2abaaf234b352901aa.vasp,1.1048
6141cf2b9cbada84a86767e7.vasp,1.8093
6141cf2bbaaf234b352901ac.vasp,0.9963
6141cf2c9cbada84a86767e9.vasp,1.8069
6141cf2ccc0e69a0cf28ab57.vasp,1.1465
6141cf2dbaaf234b352901ae.vasp,0.9582
6141cf2d51c1cbd9654b887c.vasp,1.0933
6141cf2e69b0784ffcf8f869.vasp,0.3555999999999999
6141cf2e31cf3ef3d4a9ed68.vasp,0.3926
6141cf2eb842c2e72e2f2d62.vasp,1.8106
6141cf2e9cbada84a86767eb.vasp,1.8095
6141cf2fbaaf234b352901b0.vasp,1.1055
6141cf2f4e27a1844a5f0022.vasp,1.1447
6141cf303ac25c70a5c6c84d.vasp,0.4226999999999999
6141cf30a05be5973bd77a7f.vasp,1.1765
6141cf31baaf234b352901b2.vasp,1.1052
6141cf31ee0a3fd43fb47a07.vasp,0.359
6141cf314e27a1844a5f0024.vasp,1.146
6141cf319cbada84a86767ef.vasp,1.8089
6141cf3131cf3ef3d4a9ed6c.vasp,0.4283
6141cf324e27a1844a5f0026.vasp,1.1472
6141cf32baaf234b352901b4.vasp,1.1093
6141cf329cbada84a86767f1.vasp,1.8082
6141cf3451c1cbd9654b887e.vasp,1.0894
6141cf34baaf234b352901b6.vasp,1.0941
6141cf353ac25c70a5c6c84f.vasp,0.3931
6141cf3531cf3ef3d4a9ed70.vasp,0.3516
6141cf36baaf234b352901b8.vasp,1.102
6141cf36ee0a3fd43fb47a0d.vasp,0.3576
6141cf389cbada84a86767f7.vasp,1.8086
6141cf3802d926221cabc55b.vasp,0.3954999999999999
6141cf3931cf3ef3d4a9ed74.vasp,0.4192
6141cf399cbada84a86767f9.vasp,1.8086
6141cf3a3ac25c70a5c6c851.vasp,0.3603
6141cf3a4e27a1844a5f002e.vasp,1.1391
6141cf3bcc0e69a0cf28ab5b.vasp,1.143
6141cf3bee0a3fd43fb47a11.vasp,0.3542999999999999
6141cf3b9cbada84a86767fb.vasp,1.809
6141cf3c4e27a1844a5f0030.vasp,1.1371
6141cf3dee0a3fd43fb47a13.vasp,0.4285
6141cf3d31cf3ef3d4a9ed78.vasp,0.3571999999999999
6141cf3dbaaf234b352901be.vasp,1.1099
6141cf3f31cf3ef3d4a9ed7a.vasp,0.3009
6141cf3fee0a3fd43fb47a15.vasp,0.3601
6141cf4131cf3ef3d4a9ed7c.vasp,0.3016
6141cf41ee0a3fd43fb47a17.vasp,0.3582
6141cf4269b0784ffcf8f86b.vasp,0.3591
6141cf42baaf234b352901c2.vasp,1.0412
6141cf424e27a1844a5f0036.vasp,1.1454
6141cf4331cf3ef3d4a9ed7e.vasp,0.4229
6141cf44ee0a3fd43fb47a19.vasp,0.3609
6141cf449cbada84a8676803.vasp,1.8087
6141cf44baaf234b352901c4.vasp,1.0804
6141cf4851c1cbd9654b8880.vasp,1.1101
6141cf494e27a1844a5f003c.vasp,1.1462
6141cf499cbada84a8676807.vasp,1.8099
6141cf4abaaf234b352901c8.vasp,1.0818
6141cf4b31cf3ef3d4a9ed84.vasp,0.3583
6141cf4b3ac25c70a5c6c857.vasp,0.3517
6141cf4b4e27a1844a5f003e.vasp,1.1808
6141cf4d31cf3ef3d4a9ed86.vasp,0.4165
6141cf4eee0a3fd43fb47a21.vasp,0.3907
6141cf4e4e27a1844a5f0040.vasp,1.1439
6141cf5031cf3ef3d4a9ed88.vasp,0.3555999999999999
6141cf50cc0e69a0cf28ab5f.vasp,1.147
6141cf50ee0a3fd43fb47a23.vasp,0.3558
6141cf513ac25c70a5c6c859.vasp,0.406
6141cf519cbada84a867680d.vasp,1.8086
6141cf52baaf234b352901ce.vasp,1.0997
6141cf53ee0a3fd43fb47a25.vasp,0.3506
6141cf5431cf3ef3d4a9ed8a.vasp,0.4135
6141cf55cc0e69a0cf28ab61.vasp,1.1494
6141cf55baaf234b352901d0.vasp,1.1191
6141cf554e27a1844a5f0046.vasp,1.1718
6141cf55ee0a3fd43fb47a27.vasp,0.4194
6141cf5631cf3ef3d4a9ed8c.vasp,0.299
6141cf57a05be5973bd77a83.vasp,1.1469
6141cf573ac25c70a5c6c85b.vasp,0.3898999999999999
6141cf589cbada84a8676813.vasp,1.8084
6141cf5a9cbada84a8676815.vasp,1.8095
6141cf5abaaf234b352901d4.vasp,1.002
6141cf5bee0a3fd43fb47a2b.vasp,0.3514
6141cf5d9cbada84a8676817.vasp,1.8102
6141cf5dbaaf234b352901d6.vasp,1.0836
6141cf5dee0a3fd43fb47a2d.vasp,0.3016999999999999
